Category,Job ID,Sub ID,URL,Title,Description,Budget Min,Budget Max,Budget Avg,Client Location,Country Normalized,Payment Verified,Relative Date,Absolute Date,Job Type,Experience Level,Allowed Applicant Countries,Skills,OrgNameRaw,OrgNameNormalized,OrgConfidence,OrgType,OrgSource
QA Testing,1.9859674329783396e+18,~021985967432978339597,https://www.upwork.com/jobs/Kazakhstan-Mobile-Game-Performance-Testing_~021985967432978339597/?referrer_url_path=/nx/search/jobs/,Kazakhstan - Mobile Game Performance & UX Testing,"Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking an experienced mobile device tester to assess the performance and user experience of four upcoming mobile games of our client. This is a critical functional and performance testing project requiring detailed observation of gameplay under real-world cellular network conditions.
We are looking for at least one dedicated tester in Kazakhstan immediately to cover this requirement.
Required Skills & Qualifications
Location Required: Must be physically located in Kazakhstan to accurately test local network performance.
Attention to Detail: Ability to follow test instructions and accurately document all performance issues.
Testing Requirements & Scope
The test execution must be conducted exclusively on a mobile device using your CELLULAR network environment (not Wi-Fi).
Device Requirements:
We require access to specific device types for this assessment:
Medium-Level Devices (Mainstream specifications, current or last-generation)
Entry-Level Devices (Budget-friendly or older models)
Please list the specific make and model of the mobile devices you have access to in your application.
Task Details:
Games: Assess four different mobile games.
Gameplay: Each of the four games must be played three times.
Duration: The expected total test execution time is within 90 minutes.
Compensation & Payment
Testing Fee: A fixed price of $81 USD will be paid upon successful completion and submission of the results.
Payment Method: All payments for this job will be processed exclusively through Upwork.
How to Apply
Confirmation that you are currently located in Kazakhstan.
The specific make and model names of the four required mobile devices (2 Medium-Level, 2 Entry-Level) you will use for the test.
We look forward to reviewing your application!
To Apply:
Please confirm your location in Kazakhstan and the make and model of your mobile phone. We will provide the test case detailed instructions to the selected candidate.
Thank you for your time and consideration. We look forward to hearing from you!
Best,
Shafiya.",81.0,81.0,81.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T07:08:28.433Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,product_company,seeking
QA Testing,1.9860057004680504e+18,~021986005700468050389,https://www.upwork.com/jobs/Khartoum-Sudan-Website-Mobile-Game-Tester-Needed-USD-Fixed-Fee_~021986005700468050389/?referrer_url_path=/nx/search/jobs/,"Khartoum, Sudan - Website & Mobile Game Tester Needed ($36 USD Fixed Fee)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. We are seeking a reliable and detail-oriented QA tester based in Khartoum, Sudan, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in Khartoum, Sudan.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $36 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $18 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in Khartoum, Sudan.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",36.0,36.0,36.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T09:40:32.119Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",This,this,high,individual_or_undefined,is_plain
QA Testing,1.986031670420094e+18,~021986031670420094002,https://www.upwork.com/jobs/Flutter-Dev-Codecanyon-App-Play-Store-Apple-Store-Publishing-Testers_~021986031670420094002/?referrer_url_path=/nx/search/jobs/,Flutter Dev - Codecanyon App - Play Store & Apple Store Publishing & Testers,"We are seeking a skilled professional to assist with publishing and testing our mobile application on both the Play Store and Apple Store. The ideal candidate will have experience in app store optimization and mobile app testing to ensure a smooth and successful launch. We would like to have finished publishing ASAP, ideally 3-5 days at most. The backend is LIVE.",75.0,75.0,75.0,GBR,United Kingdom,TRUE,Posted 6 days ago,2025-11-05T11:23:43.878Z,Fixed,Entry Level,,"Mobile App Testing, App Store Optimization, iOS Development, App Marketplace",,,none,individual_or_undefined,none
QA Testing,1.986118001452832e+18,~021986118001452831796,https://www.upwork.com/jobs/Quality-Assurance-Tester-for-Personal-Finance-App_~021986118001452831796/?referrer_url_path=/nx/search/jobs/,Quality Assurance Tester for Personal Finance App,"What we’re looking for:
• Proven experience testing iOS and Android apps
• Familiarity with manual and automated testing tools (e.g., TestFlight, Firebase, BrowserStack, etc.)
• Strong attention to detail and ability to reproduce issues consistently
• Clear communication and documentation skills
• Bonus: experience with personal finance or fintech apps
What you’ll be doing:
• Run regression, functional, and exploratory tests
• Identify, log, and track bugs in Jira (or similar tools)
• Collaborate with engineers and designers to ensure smooth releases
• Provide feedback on usability and overall user experience
To apply:
Please answer the following:
1. Are you willing to work and be online 9am to 6pm EST time?
2. What devices do you own for testing?",15.0,25.0,20.0,United States,United States,TRUE,Posted 6 days ago,2025-11-05T17:06:46.739Z,Hourly,Expert,,Mobile App Testing,,,none,individual_or_undefined,none
QA Testing,1.9861304133372303e+18,~021986130413337230386,https://www.upwork.com/jobs/Product-Testing-new-chat-based-stock-trading-app_~021986130413337230386/?referrer_url_path=/nx/search/jobs/,Product Testing new AI chat based stock trading app,Hi! We are designing a new ai stock brokerage app. The entire interface is AI chat based. We are starting to test it now. We want to have product testers from the target market which is in the EU. This is only relevant for people who have general understanding of stock trading and have invested in stocks before.,10.0,20.0,15.0,Poland,Poland,TRUE,Posted 6 days ago,2025-11-05T17:56:05.950Z,Hourly,Intermediate,,Mobile App Testing,EU. This,eu. this,high,individual_or_undefined,is_plain
QA Testing,1.9861496444468424e+18,~021986149644446842614,https://www.upwork.com/jobs/San-Jose-Costa-Rica-Website-Mobile-Game-Tester-Needed-USD-Fixed-Fee_~021986149644446842614/?referrer_url_path=/nx/search/jobs/,"San Jose, Costa Rica - Website & Mobile Game Tester Needed ($54 USD Fixed Fee)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking a reliable and detail-oriented QA tester based in San Jose, Costa Rica, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in San Jose, Costa Rica.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $54 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $27 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in San Jose, Costa Rica.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",54.0,54.0,54.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T19:12:31.041Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,individual_or_undefined,seeking
QA Testing,1.986150149916177e+18,~021986150149916177129,https://www.upwork.com/jobs/Havana-Cuba-Website-Mobile-Game-Tester-Needed-USD_~021986150149916177129/?referrer_url_path=/nx/search/jobs/,"Havana, Cuba - Website & Mobile Game Tester Needed ($54 USD)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking a reliable and detail-oriented QA tester based in Havana, Cuba, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in Havana, Cuba.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $54 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $27 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in Havana, Cuba.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",54.0,54.0,54.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T19:14:31.533Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,individual_or_undefined,seeking
QA Testing,1.9861506663344865e+18,~021986150666334486262,https://www.upwork.com/jobs/Luanda-Angola-Website-Mobile-Game-Tester-Needed-USD_~021986150666334486262/?referrer_url_path=/nx/search/jobs/,"Luanda, Angola - Website & Mobile Game Tester Needed ($36 USD)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking a reliable and detail-oriented QA tester based in Luanda, Angola, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in Luanda, Angola.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $36 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $18 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in Luanda, Angola.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",36.0,36.0,36.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T19:16:34.692Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,individual_or_undefined,seeking
QA Testing,1.9861514128660723e+18,~021986151412866072310,https://www.upwork.com/jobs/Windhoek-Namibia-Website-Mobile-Game-Tester-Needed-USD_~021986151412866072310/?referrer_url_path=/nx/search/jobs/,"Windhoek, Namibia - Website & Mobile Game Tester Needed ($36 USD)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking a reliable and detail-oriented QA tester based in Windhoek, Namibia, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in Windhoek, Namibia.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $36 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $18 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in Windhoek, Namibia.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",36.0,36.0,36.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T19:19:32.656Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,individual_or_undefined,seeking
QA Testing,1.986151824202642e+18,~021986151824202642153,https://www.upwork.com/jobs/Niamey-Niger-Website-Mobile-Game-Tester-Needed-USD_~021986151824202642153/?referrer_url_path=/nx/search/jobs/,"Niamey, Niger - Website & Mobile Game Tester Needed ($36 USD)","Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We are seeking a reliable and detail-oriented QA tester based in Niamey, Niger, for a combined website and mobile game testing project. This is a short-term, high-impact assignment focusing on localized functionality and user experience.
Test Focus Areas:
Website Verification: Ensuring all images render correctly and critical links are functional.
Mobile Game Testing: Thoroughly testing gameplay to identify any problems players might experience.
Requirements
Location Required: Must be physically located in Niamey, Niger.
Devices Required: You must have access to one (1) Mobile device and one (1) Desktop/Laptop to complete the test.
Accepted Operating Systems:
Mobile: Android, iOS
Desktop: Mac OS, Windows
Scope & Compensation
Approx. Execution Time: 1 hour total (approximately 30 minutes per device).
Testing Fee: A fixed price of $36 USD will be paid upon successful completion of testing on both required devices.
(Equivalent to $18 USD per device).
Payment Method: All payments will be processed exclusively through Upwork.
How to Apply
To be considered, please confirm:
You are currently located in Niamey, Niger.
The specific device details (make, model, OS) you will use for both the Mobile and Desktop tests.
Best,
Shafiya.",36.0,36.0,36.0,SGP,Singapore,TRUE,Posted 6 days ago,2025-11-05T19:21:10.713Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Project Overview We,project overview we,high,individual_or_undefined,seeking
QA Testing,1.9863452907570816e+18,~021986345290757081841,https://www.upwork.com/jobs/Comprehensive-Test-for-App-Peru_~021986345290757081841/?referrer_url_path=/nx/search/jobs/,Comprehensive QA Test for App-Peru,"I'm seeking QA tester to conduct comprehensive tests on both our website and mobile app. The focus of the evaluation will be on the flow of local payment methods.
The test will consist of creating an account on the trading platform and making sure that there are no problems with the registration process.
Key Priorities:
- Testing should cover both platforms with a keen eye on the user experience and payment process efficiency.
- The testing should prioritize the ease of navigation throughout the process.
Ideal skills and experience:
- Proven experience in usability testing for websites and mobile applications.
- Familiarity with user experience evaluation and payment process analysis.",,,,Ukraine,Ukraine,TRUE,Posted 5 days ago,2025-11-06T08:09:56.730Z,Hourly,Intermediate,,"Mobile App Testing, Bug Reports, Functional Testing, Software Testing",,,none,individual_or_undefined,none
QA Testing,1.986751728005723e+18,~021986751728005722872,https://www.upwork.com/jobs/Platform-Availability-Checking-Ecuador_~021986751728005722872/?referrer_url_path=/nx/search/jobs/,Platform Availability Checking | Ecuador,"We are looking for a freelancer to check the work of our platform.
Requirements:
- Located in Ecuador
- PC user
- Android smartphone user
In your response to job post please let us know if you are located in Ecuador and use PC and Android smartphone.",30.0,30.0,30.0,Seychelles,Seychelles,unknown,Posted 2 weeks ago,2025-11-04T14:57:00.088Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone",,,none,individual_or_undefined,none
QA Testing,1.9869803632926643e+18,~021986980363292664499,https://www.upwork.com/jobs/Device-Testing-Minimum-Devices-iOS-Android-Philippines-Australia-Only_~021986980363292664499/?referrer_url_path=/nx/search/jobs/,Device Testing (Minimum 10 Devices) iOS / Android (Philippines or Australia Only),"We’re looking for a detail-oriented tester to help us evaluate an eCommerce and AI chat system across multiple devices and browsers. The goal is to verify visual consistency, chat responsiveness, and mobile performance before we roll out updates.
Requirements:
•	Must be based in the United States, Australia, or the Philippines
•	Must have at least 10 different devices available for testing (mix of iPhone + Android preferred)
•	Ability to provide screenshots, screen recordings, and clear notes
•	Stable internet and ability to run multiple test sessions over 2–3 days
Not looking for:
Agencies or testers located outside the above regions. This project is purely focused on device and network variation testing not culture, language, or localization.
Deliverables:
•	Full test report across 10 devices (mobile + desktop mix)
•	Screenshots or videos of any bugs, lag, or layout inconsistencies
•	Confirmation of chat and checkout flow performance
We’ll provide all test links and a short training video once approved.
To Apply:
Please include:
1️⃣ Your country and time zone
2️⃣ A list of available devices (brand + model)
3️⃣ Your internet type (WiFi, 5G, etc.)",5.0,30.0,17.5,AUS,Australia,TRUE,Posted 3 days ago,2025-11-08T02:13:29.827Z,Hourly,Entry Level,,"Mobile App Testing, Functional Testing, Manual Testing, Bug Reports",The goal,the goal,high,individual_or_undefined,is_plain
QA Testing,1.9870071885264832e+18,~021987007188526483228,https://www.upwork.com/jobs/and-software-testing_~021987007188526483228/?referrer_url_path=/nx/search/jobs/,QA and software testing,We have built a next JS app and are looking for someone to do thorough testing of the process to make sure every button and every feature is working. You will go through the app step by step and make a spreadsheet of each feature and the tests that you do I will give you access to the next JS app and I need this completed by Sunday afternoon (Dubai time),50.0,50.0,50.0,United States,United States,TRUE,Posted 3 days ago,2025-11-08T04:00:05.448Z,Fixed,Intermediate,,"Mobile App Testing, Desktop Application Testing, End-to-End Testing",JS app and,js app and,high,product_company,seeking
QA Testing,1.987931157339345e+18,~021987931157339345201,https://www.upwork.com/jobs/Local-Manual-Tester-Needed_~021987931157339345201/?referrer_url_path=/nx/search/jobs/,Local Manual QA Tester Needed,"We are seeking a Local Manual QA Tester to join our team for comprehensive testing of our software products. The ideal candidate will execute test cases, report bugs, and ensure the highest quality standards are met. Your attention to detail and problem-solving skills will be crucial in identifying areas for improvement. If you have a passion for quality assurance and are local to our area, we’d love to hear from you. Join us in delivering exceptional software experiences!",10.0,10.0,10.0,South Africa,South Africa,TRUE,Posted yesterday,2025-11-10T17:11:36.816Z,Hourly,Intermediate,,"Mobile App Testing, Functional Testing, Manual Testing, Web Testing, Bug Reports",Tester Needed We,tester needed we,high,product_company,seeking
QA Testing,1.9879472317119877e+18,~021987947231711987563,https://www.upwork.com/jobs/Daily-App-Testing-for-One-Week_~021987947231711987563/?referrer_url_path=/nx/search/jobs/,Daily App Testing for One Week,We are seeking a reliable freelancer to download and test our app daily for a period of one week on App store and Playstore. The ideal candidate will provide detailed feedback on the app's performance and any issues encountered during testing.,,,,USA,United States,TRUE,Posted yesterday,2025-11-10T18:15:29.250Z,Hourly,Intermediate,,"Mobile App Testing, Email Communication, Android App Development",One Week We,one week we,high,product_company,seeking
QA Testing,1.988144145346682e+18,~021988144145346682154,https://www.upwork.com/jobs/Android-Tester-Needed-for-South-Korea-Payment-Flow-Test-Fixed-Price_~021988144145346682154/?referrer_url_path=/nx/search/jobs/,Android QA Tester Needed for South Korea Payment Flow Test - Fixed Price $72,"Hello everyone,
My name is Shafiya and I am a Community Manager at TESTA. Project Overview
We need a dedicated QA Tester located in South Korea for a quick, fixed-rate testing project.
Fixed Pay: $72.00
Testing time: 1 hour
🎯 Mandatory Requirements
Location: Must be physically located in South Korea (KR).
Device: Must own and use an Android Mobile Device.
Connection: Must use Mobile Data Only for the test duration.
Setup: Must enable Tap Visibility for screen recording.
📝 The Task (Screen Recorded)
Your task is to register and test the financial flow on a specific Korean-language website (https://www.1x8x8xbxextxkr.com/ko-kr).
Register a new account.
Follow the test instructions as provided by the TEST Manager.
Record & Document: Note the exact processing time for all transactions.
📤 Deliverables
Complete MP4 video recording of the entire process.
We look forward to reviewing your application!
How To Apply:
Please confirm your location in South Korea and model of your Android mobile phone. We will provide the test case detailed instructions to the selected candidate.
Thank you for your time and consideration. We look forward to hearing from you!
Best,
Shafiya.",72.0,72.0,72.0,SGP,Singapore,TRUE,Posted 9 hours ago,2025-11-11T07:17:57.082Z,Fixed,Intermediate,,"Mobile App Testing, Game Testing, Manual Testing, QA Testing",Your task,your task,high,product_company,is_plain
QA Testing,1.988202912304817e+18,~021988202912304817291,https://www.upwork.com/jobs/Quality-Assurance-Tester-Italy_~021988202912304817291/?referrer_url_path=/nx/search/jobs/,Quality Assurance Tester (Italy),"Summary
Hello, we are looking for testers located in Italy to assist with evaluating a website we are preparing to launch. You would manually validate:
The process would be:
1. Review the test plan and instructions
2. Visit the site to execute test cases
3. Complete feedback survey
4. Record testing session, blurring personal details
Requirements:
- Complete within 1 day
- Physically located in Italy
- Cannot use VPN
- Testing video should only show the site, no other apps/sites
- The entire session must be recorded
This hands-on testing will help improve platform quality before launch. Please let me know if you have the capacity and qualifications to assist with ensuring a positive user experience. Your time and feedback would be greatly appreciated!",30.0,30.0,30.0,Latvia,Latvia,TRUE,Posted 2 hours ago,2025-11-11T11:11:28.238Z,Fixed,Intermediate,,"Mobile App Testing, Manual Testing, Software QA, Usability Testing","Summary Hello, we","summary hello, we",high,product_company,seeking
QA Testing,1.9882432512137644e+18,~021988243251213764459,https://www.upwork.com/jobs/Platform-Availability-Checking-Colombia_~021988243251213764459/?referrer_url_path=/nx/search/jobs/,Platform Availability Checking | Colombia,"We are looking for a freelancer to check the work of our platform.
Requirements:
- Located in Colombia
- PC user
- Android smartphone user
In your response to job post please let us know if you are located in Colombia and use PC and Android smartphone.",30.0,30.0,30.0,Seychelles,Seychelles,unknown,Posted last week,2025-11-11T14:56:00.586Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone",,,none,individual_or_undefined,none
QA Testing,1.9882591477262295e+18,~021988259147726229809,https://www.upwork.com/jobs/Testing-Unpublished-App-for-Bugs-Testflight-iOS_~021988259147726229809/?referrer_url_path=/nx/search/jobs/,Testing Unpublished App for Bugs (Testflight/ iOS),"We are looking for testers to test the unpublished version of our app Self.xyz in Apple's official testing environment ""Testflight"".
You would need to download the apps, go through the flow of the app and share your findings. For the testing you require a biometric ID or passport (https://self.xyz/) and a mobile with iOS. Please feel free to reach out to me, I am happy to share the specific steps with you.",40.0,40.0,40.0,United States,United States,TRUE,Posted 2 hours ago,2025-11-11T14:54:55.821Z,Fixed,Entry Level,,"Mobile App Testing, Bug Tracking & Reports, Usability Testing",,,none,individual_or_undefined,none
QA Testing,1.9883804062491208e+18,~021988380406249120907,https://www.upwork.com/jobs/Quick-App-Testing-Perfect-for-New-Freelancers-Good-Rating_~021988380406249120907/?referrer_url_path=/nx/search/jobs/,Quick App Testing - Perfect for New Freelancers - Good Rating,"We are seeking 10 US-based testers (ideally 18-30 years old which is the app's demographic) to download and test a new app, providing feedback to enhance its features and usability. This is a quick task with a flat fee of $10.",10.0,10.0,10.0,United States,United States,TRUE,Posted last week,2025-11-11T22:56:46.063Z,Fixed,Entry Level,,"Mobile App Testing, Functional Testing, iPhone",Good Rating We,good rating we,high,product_company,seeking
QA Testing,1.9885983123765048e+18,~021988598312376504625,https://www.upwork.com/jobs/Payment-method-check-Mexico_~021988598312376504625/?referrer_url_path=/nx/search/jobs/,Payment method check | Mexico,"We are looking for a freelancer from Mexico to check the usability of platform.
Requirements:
- Located in Mexico;
- Plata user
In your response to job post please let us know if you are located in Mexico and use method mentioned above. Also specify which devices you have?",20.0,20.0,20.0,Seychelles,Seychelles,unknown,Posted 6 days ago,2025-11-12T14:57:00.288Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.9889259031216888e+18,~021988925903121688891,https://www.upwork.com/jobs/Checking-the-application-working-Canada-priority-province-Ontario-provider-Rogers_~021988925903121688891/?referrer_url_path=/nx/search/jobs/,"Checking if the application is working // Canada, priority province of Ontario (provider Rogers)","We need to check if the app can be downloaded.
Canada, priority province of Ontario (PROVIDER Rogers)",12.0,12.0,12.0,Cyprus,Cyprus,TRUE,Posted 5 days ago,2025-11-13T11:04:22.681Z,Fixed,Entry Level,,"Mobile App Testing, Web Testing, Usability Testing, Manual Testing, QA Testing",Checking if the application,checking if the application,high,product_company,is_plain
QA Testing,1.9890013486441175e+18,~021989001348644117916,https://www.upwork.com/jobs/Mobile-App-Tester-with-Zain-Carrier-Access-Iraq_~021989001348644117916/?referrer_url_path=/nx/search/jobs/,Mobile App Tester with Zain Carrier Access in Iraq,We are seeking a mobile app tester based in Iraq with access to the Zain carrier. The ideal candidate will have experience in testing mobile applications and providing detailed feedback.,10.0,10.0,10.0,Canada,Canada,TRUE,Posted 5 days ago,2025-11-13T16:04:10.280Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Android App Development, Mobile App Development",,,none,individual_or_undefined,none
QA Testing,1.989075463055431e+18,~021989075463055430979,https://www.upwork.com/jobs/Mobile-App-Tester-Pair-Testing-Required-iOS-and-Android_~021989075463055430979/?referrer_url_path=/nx/search/jobs/,Mobile App QA Tester (Pair Testing Required) — iOS and Android,"Description
We are preparing to launch a new mobile application and are looking for experienced QA testers to perform in-depth functional and UX testing as a pair.
The app facilitates structured communication and scheduling between two users.
Because its features depend on user-to-user interaction, the test must be performed from both perspectives simultaneously.
If you are applying as a solo tester, please ensure you can test both roles using two devices (see details below).
Testing Setup Requirements:
iOS: You can install two versions of the app on one device, allowing you to test both user perspectives yourself.
Android: Only one version can be installed. Android testers must therefore have access to an iOS device as well, or work as part of a two-person testing pair (one using Android, one using iOS).
Responsibilities:
-Expected testing period: 3-5 days
-Conduct end-to-end manual testing across all features (registration, login, communication tools, scheduling, notifications, profile setup, etc.)
-Test two-way interactions between paired users
-Record and document bugs with clear reproduction steps, screenshots, and device/OS information
-Evaluate UI/UX flow, ease of use, design consistency, and performance",50.0,50.0,50.0,Japan,Japan,TRUE,Posted 5 days ago,2025-11-13T20:58:40.537Z,Fixed,Intermediate,,"Mobile App Testing, Manual Testing, Usability Testing, Software QA",,,none,individual_or_undefined,none
QA Testing,1.9893435764473165e+18,~021989343576447316418,https://www.upwork.com/jobs/iOS-Apps-Feedback-and-Possible-Live-Discussion-iPhone-Required_~021989343576447316418/?referrer_url_path=/nx/search/jobs/,iOS Apps Feedback and Possible Live Discussion (iPhone Required),"We are seeking a freelancer to download and open four iOS apps, provide detailed feedback via a diary, and participate in a live call to discuss the feedback. The goal is to understand user impressions of apps based on App Store screenshots, icons, onboarding experiences, and in-app paywalls.
Responsibilities:
- Own a recent iPhone.
- Download four apps and give answers to diary questions based on experience.
- If necessary, join a live call to discuss answers given in the diary.
- Answer follow-up questions and share honest impressions.
Requirements:
- Must own a recent iPhone.
- Comfortable speaking openly during the live session.
- Reliable internet connection.
Nice to have:
- Previous usability testing or app review experience.
- Interest in AR or mobile apps.",30.0,30.0,30.0,Spain,Spain,TRUE,Posted 4 days ago,2025-11-14T14:44:03.789Z,Fixed,Entry Level,,"Mobile App Testing, Zoom Video Conferencing",The goal,the goal,high,product_company,is_plain
QA Testing,1.9898798060586235e+18,~021989879806058623426,https://www.upwork.com/jobs/Get-for-minutes-app-testing_~021989879806058623426/?referrer_url_path=/nx/search/jobs/,Get $10 for 15 minutes of app testing,"This is an ongoing project, please apply anytime while the post is still up, no experience needed. We're looking for users in the United States only to test and review our fitness app.
What you need to do:
Download our app (iPhone, iOS 17 or later).
Use the app for at least 15 minutes.
Complete a minimum of 3 fitness sessions by following the characters on screen.
Fill out a short survey about your experience.
Please write ""fitness app"" at the very beginning of your proposal to make sure you read the post. Proposals without this will not be considered due to AI and automation spams. Reward:
You’ll receive $10 once the survey is completed.",10.0,10.0,10.0,United States,United States,unknown,Posted 2 days ago,2025-11-16T14:55:00.194Z,Fixed,Entry Level,,Mobile App Testing,This,this,high,product_company,is_plain
